Signature	Number_unique	Number_similar	Similar_signatures	Lowest_LD	Lowest_LD_signature
HDAC9 SGK1	609	6	ACTN1 COL1A1 DAB2 LAMB3 SGK1, -1;HMG20B SGK1 TLE1, -3;IFI16 IRAK3 ITGBL1 LAMA5 MT1H SGK1, 0;PADI3 SGK1, -4;SGK1, -4;SGK1 TGFBR3, -3	-4	PADI3 SGK1
HMG20B	607	8	ATM HMG20B NMT2, -3;ATP5B HMG20B, -4;BAK1 BDNF HMG20B IGF1 S100P SOX5, 0;CBR3 HMG20B ZNF668, -3;DDR2 HMG20B MCTP2 TLE1, -2;FOXF2 HMG20B, -4;HMG20B HRH4, -4;HMG20B SGK1 TLE1, -3	-4	ATP5B HMG20B
HMG20B HRH4	604	11	ATM HMG20B NMT2, -3;ATP5B HMG20B, -3;BAK1 BDNF HMG20B IGF1 S100P SOX5, 0;CBR1 HRH4, -4;CBR3 HMG20B ZNF668, -3;DDR2 HMG20B MCTP2 TLE1, -2;ELN HRH4, -4;FOXF2 HMG20B, -3;G0S2 HRH4 KRT32, -3;HMG20B, -4;HMG20B SGK1 TLE1, -3	-4	CBR1 HRH4
HMG20B SGK1 TLE1	585	30	ACTN1 COL1A1 DAB2 LAMB3 SGK1, 0;ACTN1 TLE1, -3;ADRA2A BMP2K FMO4 TLE1, -2;ARHGEF1 BAK1 TLE1, -3;ATM HMG20B NMT2, -2;ATP5B HMG20B, -2;BAK1 BDNF HMG20B IGF1 S100P SOX5, 0;BAK1 FBN1 GADD45G TLE1, -2;BAK1 GADD45G TLE1, -3;BMP2K DCHS2 MAPT TLE1, -2;BMP2K LAMB3 TLE1, -3;BMP2K MRPS12 QKI TLE1, -2;CBR3 HMG20B ZNF668, -2;DDR2 FBN1 ITGBL1 TLE1, -2;DDR2 HMG20B MCTP2 TLE1, -8;ELK3 FAM134B TLE1, -3;FOXF2 HMG20B, -2;HDAC9 SGK1, -3;HMG20B, -3;HMG20B HRH4, -3;HNF4A RPL10A TLE1, -3;IFI16 IRAK3 ITGBL1 LAMA5 MT1H SGK1, 1;JPH2 PALM PDLIM4 TLE1, -2;LILRB5 MRTO4 TLE1, -3;NGF TLE1, -3;PADI3 SGK1, -3;PRKCA TLE1, -3;SGK1, -3;SGK1 TGFBR3, -3;TLE1, -3	-8	DDR2 HMG20B MCTP2 TLE1
HMGA1	604	11	ADAM28 GZMA HMGA1 OSBPL9, -2;ADAM28 HMGA1, -4;ALX1 BMP2K HMGA1, -3;ARHGEF1 CLDN3 HMGA1 MYO1A, -2;CEACAM7 FBN1 HMGA1 TPM2, -2;DLGAP1 HMGA1, -4;FLI1 HMGA1 PDIA3 TRIP10, -2;HMGA1 ITGB7 KIF13B PADI3, -2;HMGA1 NGF PDGFC, -3;HMGA1 NGF VEGFC, -3;HMGA1 PDLIM4, -4	-4	ADAM28 HMGA1
HMGA1 ITGB7 KIF13B PADI3	589	26	ADAM28 GZMA HMGA1 OSBPL9, 0;ADAM28 HMGA1, -1;ALX1 BMP2K HMGA1, 0;ARHGEF1 CLDN3 HMGA1 MYO1A, 0;C1orf21 ITGB7 POU6F1 SURF2, -2;CALCOCO1 LAMA5 PADI3, -2;CEACAM7 FBN1 HMGA1 TPM2, 0;DLG2 GNAI1 PADI3 PRKCA, -1;DLG2 KIF13B, -2;DLGAP1 HMGA1, -1;FAM134B PADI3, -2;FLI1 HMGA1 PDIA3 TRIP10, -1;GADD45B KIF13B, -2;GRTP1 KIF13B MRTO4 RPL18, -1;HMGA1, -2;HMGA1 NGF PDGFC, -2;HMGA1 NGF VEGFC, -2;HMGA1 PDLIM4, -2;IRF1 ITGB7, -2;ITGB7 KIF13B SLC7A2, -8;ITGB7 POU6F1 VEGFC, -2;ITGB7 PRKCA, -2;KIF13B, -2;KIF13B PRLR, -2;PADI3 PLXNC1, -1;PADI3 SGK1, -1	-8	ITGB7 KIF13B SLC7A2
HMGA1 NGF PDGFC	593	22	ACTN1 NGF, -3;ADAM28 GZMA HMGA1 OSBPL9, -1;ADAM28 HMGA1, -2;ALX1 BMP2K HMGA1, -1;ARHGEF1 CLDN3 HMGA1 MYO1A, -1;ATM ELN NGF PRKCA, -2;CARD9 NGF SOX2, -3;CEACAM7 FBN1 HMGA1 TPM2, -1;DLGAP1 HMGA1, -2;ELN ERCC2 NGF SYK, -2;ERCC2 KATNA1 MAPT NGF, -1;F13A1 HNF4A NGF RPL10A, -2;FLI1 HMGA1 PDIA3 TRIP10, -2;FXYD5 NGF PAX4, -3;HMGA1, -3;HMGA1 ITGB7 KIF13B PADI3, -2;HMGA1 NGF VEGFC, -9;HMGA1 PDLIM4, -3;NGF, -3;NGF PRKCA SH3TC1 TGFBI, -1;NGF TLE1, -3;PDGFC SLC5A4 TLR4, -1	-9	HMGA1 NGF VEGFC
HMGA1 NGF VEGFC	588	27	ACTN1 NGF, -3;ADAM28 GZMA HMGA1 OSBPL9, -1;ADAM28 HMGA1, -2;ALX1 BMP2K HMGA1, -1;ARHGEF1 CLDN3 HMGA1 MYO1A, -1;ATM ELN NGF PRKCA, -2;C1QA PDIA3 SAMD9 VEGFC, -2;CARD9 NGF SOX2, -3;CEACAM7 FBN1 HMGA1 TPM2, -1;DDR2 POU6F1 VEGFC, -3;DLGAP1 HMGA1, -2;ELN ERCC2 NGF SYK, -2;ERCC2 KATNA1 MAPT NGF, -1;F13A1 HNF4A NGF RPL10A, -2;FLI1 HMGA1 PDIA3 TRIP10, -2;FXYD5 NGF PAX4, -3;HMGA1, -3;HMGA1 ITGB7 KIF13B PADI3, -2;HMGA1 NGF PDGFC, -9;HMGA1 PDLIM4, -3;ITGB7 POU6F1 VEGFC, -3;NGF, -3;NGF PRKCA SH3TC1 TGFBI, -1;NGF TLE1, -3;PRMT1 VEGFC, -3;TPK1 VEGFC, -3;VEGFC ZFP36L2, -2	-9	HMGA1 NGF PDGFC
HMGA1 PDLIM4	601	14	ADAM19 DCHS2 PDLIM4 TBC1D9 TG, -1;ADAM28 GZMA HMGA1 OSBPL9, -2;ADAM28 HMGA1, -3;ALX1 BMP2K HMGA1, -2;ARHGEF1 CLDN3 HMGA1 MYO1A, -2;CEACAM7 FBN1 HMGA1 TPM2, -2;DLGAP1 HMGA1, -3;FLI1 HMGA1 PDIA3 TRIP10, -2;HMGA1, -4;HMGA1 ITGB7 KIF13B PADI3, -2;HMGA1 NGF PDGFC, -3;HMGA1 NGF VEGFC, -3;IGF1 LAMA5 PDLIM4, -3;JPH2 PALM PDLIM4 TLE1, -2	-4	HMGA1
HMOX1	613	2	CPB2 HMOX1, -4;FXYD1 HMOX1 PAIP2B PRLR, -2	-4	CPB2 HMOX1
HNF4A	595	20	AGER HNF4A RPL10A, -3;ATP5B BAK1 E2F5 ERCC2 HNF4A, -1;ATP5B C1QA ERCC2 HNF4A SYK, -1;ATP5B C1QA HNF4A, -3;ATP5B COL1A1 ERCC2 HNF4A IRAK3, -1;ATP5B FBN1 HNF4A, -3;ATP5B HNF4A, -4;BMP2K CBR1 HNF4A PAIP2B TM4SF1, -1;C1orf21 HNF4A PHLDA1, -3;CEACAM1 HNF4A MSC, -3;CTGF HNF4A S100P ZNF273, -2;ETS2 HNF4A, -4;F13A1 HNF4A NGF RPL10A, -2;FAM134B HNF4A NRTN PLXNC1, -2;FARP1 HNF4A HPCAL4 NHLH1, -2;HNF4A IL12A MAPT, -3;HNF4A LAMA5, -4;HNF4A MAPT, -4;HNF4A RPL10A, -4;HNF4A RPL10A TLE1, -3	-4	ATP5B HNF4A
HNF4A IL12A MAPT	576	39	AGER BAK1 E2F5 IL12A, -1;AGER HNF4A RPL10A, -2;ATP5B BAK1 E2F5 ERCC2 HNF4A, 1;ATP5B C1QA ERCC2 HNF4A SYK, 0;ATP5B C1QA HNF4A, -1;ATP5B COL1A1 ERCC2 HNF4A IRAK3, 0;ATP5B FBN1 HNF4A, -1;ATP5B HNF4A, -2;ATP5B MAPT NMT2, -2;BAK1 IL12A SV2A, -3;BAK1 MAPT, -3;BMP2K CBR1 HNF4A PAIP2B TM4SF1, -1;BMP2K DCHS2 MAPT TLE1, -2;BMP2K E2F5 ERCC2 IL12A, -1;C1QA ELN IL12A ITIH4, -2;C1orf21 HNF4A PHLDA1, -2;CEACAM1 HNF4A MSC, -2;CPB2 ELN MAPT, -3;CTGF HNF4A S100P ZNF273, -2;CYP27A1 ETS2 MAPT TNC, -2;ELN F13A1 IRAK3 MAPT, -2;ERCC2 KATNA1 MAPT NGF, -2;ETS2 HNF4A, -2;F13A1 HNF4A NGF RPL10A, -2;F13A1 IRAK3 MAPT QKI RPL10A, -1;FAM134B HNF4A NRTN PLXNC1, -2;FARP1 HNF4A HPCAL4 NHLH1, -2;GNAI1 GPR137B IL12A RCAN2, -2;GPR35 IL12A LAMB3, -3;HNF4A, -3;HNF4A LAMA5, -3;HNF4A MAPT, -9;HNF4A RPL10A, -3;HNF4A RPL10A TLE1, -3;IL12A, -3;IL12A MAPT, -9;IL12A ZNF668, -3;MAPT, -3;MAPT TGFBR3 WFDC1, -1	-9	HNF4A MAPT
HNF4A LAMA5	584	31	AGER HNF4A RPL10A, -3;ATP5B BAK1 E2F5 ERCC2 HNF4A, 0;ATP5B C1QA ERCC2 HNF4A SYK, -1;ATP5B C1QA HNF4A, -2;ATP5B COL1A1 ERCC2 HNF4A IRAK3, -1;ATP5B FBN1 HNF4A, -2;ATP5B HNF4A, -3;BMP2K CBR1 HNF4A PAIP2B TM4SF1, -1;C1orf21 HNF4A PHLDA1, -3;CALCOCO1 GRTP1 LAMA5 PNLIP, -2;CALCOCO1 IGF1 LAMA5, -3;CALCOCO1 LAMA5 PADI3, -3;CEACAM1 HNF4A MSC, -3;CTGF HNF4A S100P ZNF273, -2;ETS2 HNF4A, -3;F11R LAMA5 ZFP36L2, -3;F13A1 HNF4A NGF RPL10A, -2;F3 INS LAMA5 PAX4 TGFB2, -1;FAM134B HNF4A NRTN PLXNC1, -2;FARP1 HNF4A HPCAL4 NHLH1, -2;HNF4A, -4;HNF4A IL12A MAPT, -3;HNF4A MAPT, -4;HNF4A RPL10A, -4;HNF4A RPL10A TLE1, -3;IFI16 IRAK3 ITGBL1 LAMA5 MT1H SGK1, 0;IGF1 LAMA5 PDLIM4, -3;ITGBL1 LAMA5, -4;LAMA5, -4;LAMA5 LILRB5 MRTO4 OSBPL9, -1;LAMA5 PLXNC1, -3	-4	HNF4A
HNF4A MAPT	584	31	AGER HNF4A RPL10A, -3;ATP5B BAK1 E2F5 ERCC2 HNF4A, 0;ATP5B C1QA ERCC2 HNF4A SYK, -1;ATP5B C1QA HNF4A, -2;ATP5B COL1A1 ERCC2 HNF4A IRAK3, -1;ATP5B FBN1 HNF4A, -2;ATP5B HNF4A, -3;ATP5B MAPT NMT2, -3;BAK1 MAPT, -4;BMP2K CBR1 HNF4A PAIP2B TM4SF1, -1;BMP2K DCHS2 MAPT TLE1, -2;C1orf21 HNF4A PHLDA1, -3;CEACAM1 HNF4A MSC, -3;CPB2 ELN MAPT, -3;CTGF HNF4A S100P ZNF273, -2;CYP27A1 ETS2 MAPT TNC, -2;ELN F13A1 IRAK3 MAPT, -2;ERCC2 KATNA1 MAPT NGF, -2;ETS2 HNF4A, -3;F13A1 HNF4A NGF RPL10A, -2;F13A1 IRAK3 MAPT QKI RPL10A, -1;FAM134B HNF4A NRTN PLXNC1, -2;FARP1 HNF4A HPCAL4 NHLH1, -2;HNF4A, -4;HNF4A IL12A MAPT, -9;HNF4A LAMA5, -4;HNF4A RPL10A, -4;HNF4A RPL10A TLE1, -3;IL12A MAPT, -4;MAPT, -4;MAPT TGFBR3 WFDC1, -2	-9	HNF4A IL12A MAPT
HNF4A RPL10A	579	36	ACTN1 F13A1 RPL10A, -3;ACTN1 RPL10A, -4;AGER HNF4A RPL10A, -9;ATP5B BAK1 E2F5 ERCC2 HNF4A, 0;ATP5B C1QA ERCC2 HNF4A SYK, -1;ATP5B C1QA HNF4A, -2;ATP5B COL1A1 ERCC2 HNF4A IRAK3, -1;ATP5B FBN1 HNF4A, -2;ATP5B HNF4A, -3;BIRC3 F13A1 RPL10A, -3;BIRC3 RPL10A, -4;BMP2K CBR1 HNF4A PAIP2B TM4SF1, -1;C1orf21 HNF4A PHLDA1, -3;CEACAM1 GDNF RPL10A SLC7A2 VENTX, -1;CEACAM1 HNF4A MSC, -3;COL1A1 MSX2 MYL1 RPL10A TAS2R16, -1;CTGF HNF4A S100P ZNF273, -2;E2F5 MYL1 RPL10A, -3;ETS2 HNF4A, -3;F13A1 HNF4A NGF RPL10A, -8;F13A1 IRAK3 MAPT QKI RPL10A, -1;F13A1 LAMB3 MYL1 RPL10A, -2;FAM134B HNF4A NRTN PLXNC1, -2;FARP1 HNF4A HPCAL4 NHLH1, -2;FBN1 GNAI1 RPL10A, -3;HNF4A, -4;HNF4A IL12A MAPT, -3;HNF4A LAMA5, -4;HNF4A MAPT, -4;HNF4A RPL10A TLE1, -9;ITIH4 PRKCB REEP1 RPL10A XBP1, -1;ITIH4 RPL10A, -4;MSX2 NMT2 RPL10A TAS2R16, -2;PAX4 RPL10A TUBB6, -3;PRMT1 RPL10A, -4;RPL10A, -4	-9	AGER HNF4A RPL10A
HNF4A RPL10A TLE1	562	53	ACTN1 F13A1 RPL10A, -2;ACTN1 RPL10A, -3;ACTN1 TLE1, -3;ADRA2A BMP2K FMO4 TLE1, -2;AGER HNF4A RPL10A, -8;ARHGEF1 BAK1 TLE1, -3;ATP5B BAK1 E2F5 ERCC2 HNF4A, 1;ATP5B C1QA ERCC2 HNF4A SYK, 0;ATP5B C1QA HNF4A, -1;ATP5B COL1A1 ERCC2 HNF4A IRAK3, 0;ATP5B FBN1 HNF4A, -1;ATP5B HNF4A, -2;BAK1 FBN1 GADD45G TLE1, -2;BAK1 GADD45G TLE1, -3;BIRC3 F13A1 RPL10A, -2;BIRC3 RPL10A, -3;BMP2K CBR1 HNF4A PAIP2B TM4SF1, -1;BMP2K DCHS2 MAPT TLE1, -2;BMP2K LAMB3 TLE1, -3;BMP2K MRPS12 QKI TLE1, -2;C1orf21 HNF4A PHLDA1, -2;CEACAM1 GDNF RPL10A SLC7A2 VENTX, -1;CEACAM1 HNF4A MSC, -2;COL1A1 MSX2 MYL1 RPL10A TAS2R16, -1;CTGF HNF4A S100P ZNF273, -2;DDR2 FBN1 ITGBL1 TLE1, -2;DDR2 HMG20B MCTP2 TLE1, -2;E2F5 MYL1 RPL10A, -2;ELK3 FAM134B TLE1, -3;ETS2 HNF4A, -2;F13A1 HNF4A NGF RPL10A, -7;F13A1 IRAK3 MAPT QKI RPL10A, 0;F13A1 LAMB3 MYL1 RPL10A, -1;FAM134B HNF4A NRTN PLXNC1, -2;FARP1 HNF4A HPCAL4 NHLH1, -2;FBN1 GNAI1 RPL10A, -2;HMG20B SGK1 TLE1, -3;HNF4A, -3;HNF4A IL12A MAPT, -3;HNF4A LAMA5, -3;HNF4A MAPT, -3;HNF4A RPL10A, -9;ITIH4 PRKCB REEP1 RPL10A XBP1, -1;ITIH4 RPL10A, -3;JPH2 PALM PDLIM4 TLE1, -2;LILRB5 MRTO4 TLE1, -3;MSX2 NMT2 RPL10A TAS2R16, -2;NGF TLE1, -3;PAX4 RPL10A TUBB6, -3;PRKCA TLE1, -3;PRMT1 RPL10A, -3;RPL10A, -3;TLE1, -3	-9	HNF4A RPL10A
HOXB8 SLC7A2 WIPF1	605	10	CEACAM1 GDNF RPL10A SLC7A2 VENTX, -1;DHRS7 ELK3 FBN1 SLC7A2, -1;FBN1 FRAT1 MRPS12 OPCML SLC7A2 SYNPO, 0;FXYD1 PKNOX1 SLC7A2, -2;GADD45G NMT2 SLC7A2, -2;GTF2H5 PDIA3 WIPF1 ZIC4, -2;ITGB7 KIF13B SLC7A2, -2;KATNA1 MRTO4 PAX2 SLC7A2 TGFBI, -1;PLXNC1 WIPF1, -3;SLC7A2, -3	-3	PLXNC1 WIPF1
HPCAL4	613	2	C1orf21 CPB2 FLNC HPCAL4, -2;FARP1 HNF4A HPCAL4 NHLH1, -2	-2	C1orf21 CPB2 FLNC HPCAL4
HR IL10	611	4	ADAM28 HR PDZD3, -3;BMP2K IL10 PHF20, -3;CD80 HR XBP1, -3;HR ITGBL1 SYNPO VAMP5 XBP1, -1	-3	ADAM28 HR PDZD3
HR ITGBL1 SYNPO VAMP5 XBP1	587	28	ADAM28 HR PDZD3, 0;ADAMTS5 BIRC3 MME PRKCA XBP1, -1;AGER CTGF ITGBL1, 0;ALX1 SGCA VAMP5, -1;BAK1 SV2A SYNPO, -1;BMP2K E2F5 SYNPO, -1;BSCL2 RBM4B SYNPO TLR4, -1;CD80 HR XBP1, -6;DDR2 FBN1 ITGBL1 TLE1, 0;DDR2 POU6F1 PRLR SYNPO, 0;DDR2 PRKCA VAMP5, -1;FAM134B OLFML2B PAX2 SYNPO, 0;FBN1 FRAT1 MRPS12 OPCML SLC7A2 SYNPO, 2;FBN1 ITGBL1, -1;FRAT1 NLGN1 XBP1, -1;GADD45B ITGBL1 NOX3 RPH3AL SYK, -1;GRIK3 LMO3 QPCTL VAMP5, -1;HR IL10, -1;HTR2A PHF20 XBP1, -1;IFI16 IRAK3 ITGBL1 LAMA5 MT1H SGK1, 0;ITGBL1, -1;ITGBL1 LAMA5, -1;ITGBL1 PRKCA, -1;ITGBL1 ZNF668, -1;ITIH4 PRKCB REEP1 RPL10A XBP1, -1;SV2A SYNPO, -1;SYNPO, -1;VAMP5, -1	-6	CD80 HR XBP1
HTR2A LCN2 S100P	593	22	ATM CEACAM8 IGF1 S100P, -2;ATM IGF1 S100P, -3;BAK1 BDNF HMG20B IGF1 S100P SOX5, 0;BAK1 LCN2 MYL1 NOX3 RCVRN, -1;BAK1 S100P, -3;BDNF COL16A1 IGF1 S100P, -2;C4BPA CYP27A1 HTR2A NRTN, -1;CBR1 EXT1 GRIK3 HTR2A, 0;COL16A1 MYL1 S100P, -3;CPB2 GABBR2 S100P SYT5, -2;CTGF HNF4A S100P ZNF273, -2;DLG2 ELN S100P TBXA2R, -2;ELN S100P ZNF668, -2;FBN1 LCN2 LOR MRPS12 MSX2 TLR4, 0;FMO4 S100P, -3;GNRH2 HTR2A PRKCA, -2;HTR2A PHF20 XBP1, -3;HTR2A RPH3AL TLR4, -3;LCN2, -3;LCN2 MYH8, -3;PPA2 S100P, -3;S100P, -3	-3	ATM IGF1 S100P
HTR2A PHF20 XBP1	602	13	ADAMTS5 BIRC3 MME PRKCA XBP1, -1;BMP2K IL10 PHF20, -2;C4BPA CYP27A1 HTR2A NRTN, -1;CBR1 EXT1 GRIK3 HTR2A, 0;CBR3 IL23A KRT32 PHF20, -1;CD80 HR XBP1, -3;FRAT1 NLGN1 XBP1, -3;GNRH2 HTR2A PRKCA, -2;HR ITGBL1 SYNPO VAMP5 XBP1, -1;HTR2A LCN2 S100P, -3;HTR2A RPH3AL TLR4, -3;ITIH4 PRKCB REEP1 RPL10A XBP1, -1;PHF20 TAS2R8, -3	-3	CD80 HR XBP1
HTR2A RPH3AL TLR4	594	21	AGER RPH3AL TBXA2R, -3;BIRC3 EVI2A ITIH4 RPH3AL, -1;BIRC3 QPCTL RPH3AL, -2;BSCL2 RBM4B SYNPO TLR4, -2;BSPRY RBMS2 TLR4, -3;C4BPA CYP27A1 HTR2A NRTN, -1;CBR1 EXT1 GRIK3 HTR2A, 0;E2F5 MRTO4 TLR4, -3;ETS2 PNLIP TLR4, -3;FBN1 LCN2 LOR MRPS12 MSX2 TLR4, 0;FRAT1 TLR4, -3;GADD45B ITGBL1 NOX3 RPH3AL SYK, -1;GADD45G MSX2 NOX3 RPH3AL SRGAP3, -1;GNRH2 HTR2A PRKCA, -2;HTR2A LCN2 S100P, -3;HTR2A PHF20 XBP1, -3;MCTP2 MT1H PKNOX1 RPH3AL, -1;MRTO4 TLR4, -3;PDGFC SLC5A4 TLR4, -3;RPH3AL, -3;RPH3AL TRIP10, -3	-3	AGER RPH3AL TBXA2R
IFI16 IRAK3 ITGBL1 LAMA5 MT1H SGK1	570	45	ACTN1 COL1A1 DAB2 LAMB3 SGK1, 0;ADAM28 F13A1 IRAK3 POU6F1, 1;AGER CTGF ITGBL1, 0;ATP5B COL1A1 ERCC2 HNF4A IRAK3, 3;BAZ2A IRAK3 QPCTL, 0;C1QA DAB2 IRAK3, 1;CALCOCO1 GRTP1 LAMA5 PNLIP, 0;CALCOCO1 IGF1 LAMA5, 0;CALCOCO1 LAMA5 PADI3, 0;CPB2 ERCC2 GAA KCNK12 MT1H, 0;CTGF E2F5 IRAK3, 1;CTGF IRAK3 TGFBI, 0;CTGF MT1H, 0;DDR2 FBN1 ITGBL1 TLE1, 0;ELN F13A1 IRAK3 MAPT, 1;F11R LAMA5 ZFP36L2, 0;F13A1 IRAK3 MAPT QKI RPL10A, 0;F3 INS LAMA5 PAX4 TGFB2, 0;FBN1 ITGBL1, 0;FBN1 MT1H, 0;FBN1 MT1H VENTX, 0;GAA GRIK3 KCNK12 MT1H, 0;GADD45B ITGBL1 NOX3 RPH3AL SYK, 0;GTDC1 KCNK12 MT1H PRLR, 0;HDAC9 SGK1, 0;HMG20B SGK1 TLE1, 1;HNF4A LAMA5, 0;HR ITGBL1 SYNPO VAMP5 XBP1, 0;IFI16 NOX3 RREB1, 0;IGF1 LAMA5 PDLIM4, 0;IRAK3 QPCTL, 0;ITGBL1, 0;ITGBL1 LAMA5, -6;ITGBL1 PRKCA, 0;ITGBL1 ZNF668, 0;KCNK12 MT1H PRLR SLC34A1, 1;LAMA5, 0;LAMA5 LILRB5 MRTO4 OSBPL9, 1;LAMA5 PLXNC1, 0;MCTP2 MT1H PKNOX1 RPH3AL, 1;MT1H, 0;MT1H PRKCA, 0;PADI3 SGK1, 0;SGK1, 0;SGK1 TGFBR3, 1	-6	ITGBL1 LAMA5
IFI16 NOX3 RREB1	603	12	ATP1B3 FLI1 FOXC2 NOX3 SLC22A8, -1;BAK1 LCN2 MYL1 NOX3 RCVRN, -1;C1orf21 NOX3 OLFML2B, -3;ELK3 FAM134B NOX3, -2;EXT1 FAM134B RREB1, -3;FBN1 MRPS12 NOX3 TBXA2R, -2;GADD45B ITGBL1 NOX3 RPH3AL SYK, -1;GADD45G MSX2 NOX3 RPH3AL SRGAP3, -1;IFI16 IRAK3 ITGBL1 LAMA5 MT1H SGK1, 0;NOX3 RREB1 SETD4, -8;NOX3 RREB1 VENTX, -8;PPA2 RREB1 TRIP10, -2	-8	NOX3 RREB1 SETD4
IGF1	606	9	ATM CEACAM8 IGF1 S100P, -2;ATM IGF1 S100P, -3;BAK1 BDNF HMG20B IGF1 S100P SOX5, 0;BDNF COL16A1 IGF1 S100P, -2;CALCOCO1 IGF1 LAMA5, -3;CTGF FABP6 IGF1 PRPH2 RFX4, -1;IGF1 LAMA5 PDLIM4, -3;IGF1 LAMB3, -4;IGF1 MSC PDIA3 PPA2, -2	-4	IGF1 LAMB3
IGF1 LAMA5 PDLIM4	593	22	ADAM19 DCHS2 PDLIM4 TBC1D9 TG, -1;ATM CEACAM8 IGF1 S100P, -1;ATM IGF1 S100P, -2;BAK1 BDNF HMG20B IGF1 S100P SOX5, 0;BDNF COL16A1 IGF1 S100P, -1;CALCOCO1 GRTP1 LAMA5 PNLIP, -2;CALCOCO1 IGF1 LAMA5, -8;CALCOCO1 LAMA5 PADI3, -3;CTGF FABP6 IGF1 PRPH2 RFX4, -1;F11R LAMA5 ZFP36L2, -3;F3 INS LAMA5 PAX4 TGFB2, -1;HMGA1 PDLIM4, -3;HNF4A LAMA5, -3;IFI16 IRAK3 ITGBL1 LAMA5 MT1H SGK1, 0;IGF1, -3;IGF1 LAMB3, -3;IGF1 MSC PDIA3 PPA2, -2;ITGBL1 LAMA5, -3;JPH2 PALM PDLIM4 TLE1, -2;LAMA5, -3;LAMA5 LILRB5 MRTO4 OSBPL9, -1;LAMA5 PLXNC1, -3	-8	CALCOCO1 IGF1 LAMA5
IGF1 LAMB3	592	23	ACTN1 COL1A1 DAB2 LAMB3 SGK1, -1;ACTN1 ITGB4 LAMB3 PAX4, -2;ATM CEACAM8 IGF1 S100P, -2;ATM IGF1 S100P, -3;BAK1 BDNF HMG20B IGF1 S100P SOX5, 0;BAK1 E2F5 ERCC2 LAMB3, -2;BDNF COL16A1 IGF1 S100P, -2;BDNF LAMB3 VENTX, -3;BMP2K LAMB3 TLE1, -3;CALCOCO1 IGF1 LAMA5, -3;CALCOCO1 LAMB3, -4;CEACAM8 GNAI1 LAMB3 SOX2, -2;CTGF FABP6 IGF1 PRPH2 RFX4, -1;DLG2 LAMB3, -4;ELK3 LAMB3, -4;F13A1 LAMB3 MYL1 RPL10A, -2;GPR35 IL12A LAMB3, -3;IGF1, -4;IGF1 LAMA5 PDLIM4, -3;IGF1 MSC PDIA3 PPA2, -2;LAMB3, -4;LAMB3 MRTO4 PAIP2B, -2;LAMB3 PCDH12, -3	-4	CALCOCO1 LAMB3
IGF1 MSC PDIA3 PPA2	579	36	ACTN1 MRPS12 MSC, -1;ATM CEACAM8 IGF1 S100P, 0;ATM IGF1 S100P, -1;BAK1 BDNF HMG20B IGF1 S100P SOX5, 1;BDNF COL16A1 IGF1 S100P, 0;BSCL2 CD40 GRTP1 PDIA3, -1;C1QA PDIA3 SAMD9 VEGFC, -1;CALCOCO1 IGF1 LAMA5, -1;CALCOCO1 MSC, -2;CEACAM1 HNF4A MSC, -1;CPB2 DLG2 ELN MSC, 0;CTGF FABP6 IGF1 PRPH2 RFX4, 0;ELK3 MRPS12 PDIA3 QKI, -2;FAM134B MSC, -2;FLI1 HMGA1 PDIA3 TRIP10, -2;GAA GPR35 MSC SCN5A, -1;GAA GPR35 MSC SCN5A UGT1A1, -1;GABBR2 GADD45G PDIA3, -2;GTF2H5 PDIA3 WIPF1 ZIC4, -1;IGF1, -2;IGF1 LAMA5 PDLIM4, -2;IGF1 LAMB3, -2;MRPS12 MSC, -2;MSC, -2;MSC PHLDA1 TM4SF1, -2;MSC QKI, -2;MSC ZMYND10, -2;NMT2 PPA2, -2;OPCML PPA2, -2;PDIA3, -2;PDIA3 PNLIP, -2;PDIA3 SYK, -2;POU6F1 PPA2 RHOH, -1;PPA2, -2;PPA2 RREB1 TRIP10, 0;PPA2 S100P, -1	-2	CALCOCO1 MSC
IL12A	606	9	AGER BAK1 E2F5 IL12A, -2;BAK1 IL12A SV2A, -3;BMP2K E2F5 ERCC2 IL12A, -2;C1QA ELN IL12A ITIH4, -2;GNAI1 GPR137B IL12A RCAN2, -2;GPR35 IL12A LAMB3, -3;HNF4A IL12A MAPT, -3;IL12A MAPT, -4;IL12A ZNF668, -4	-4	IL12A MAPT
IL12A MAPT	595	20	AGER BAK1 E2F5 IL12A, -1;ATP5B MAPT NMT2, -3;BAK1 IL12A SV2A, -3;BAK1 MAPT, -4;BMP2K DCHS2 MAPT TLE1, -2;BMP2K E2F5 ERCC2 IL12A, -1;C1QA ELN IL12A ITIH4, -2;CPB2 ELN MAPT, -3;CYP27A1 ETS2 MAPT TNC, -2;ELN F13A1 IRAK3 MAPT, -2;ERCC2 KATNA1 MAPT NGF, -2;F13A1 IRAK3 MAPT QKI RPL10A, -1;GNAI1 GPR137B IL12A RCAN2, -2;GPR35 IL12A LAMB3, -3;HNF4A IL12A MAPT, -9;HNF4A MAPT, -4;IL12A, -4;IL12A ZNF668, -4;MAPT, -4;MAPT TGFBR3 WFDC1, -2	-9	HNF4A IL12A MAPT
